Timestamp,Name,Location,Price,CarID,CurrentEmploymentType,CurrentEmploymentTitle,Longitude,Latitude,Payment_Method
461160,Bodrogi_Loreto,Brew've Been Served,18.24,15,Security,Site Control,24.9016,36.089,Credit
461160,Mies_Minke,Brew've Been Served,15.58,24,Security,Perimeter Control,24.9016,36.089,Credit
461220,Resumir_Felix,Brew've Been Served,5.66,30,Security,Security Group Manager,24.9016,36.089,Credit
461640,Forluniau_Carla,Coffee Cameleon,3.2,0,Unknown,Unknown,24.8901,36.089,Credit
461760,Herrero_Kanon,Brew've Been Served,14.97,22,Security,Badging Office,24.9016,36.089,Credit
461760,Lagos_Linda,Brew've Been Served,11.2,0,Unknown,Unknown,24.9016,36.089,Credit
461820,Coginian_Dante,Brew've Been Served,15.39,0,Unknown,Unknown,24.9016,36.089,Credit
462180,Hafon_Albina,Abila Airport,4540.08,0,Facilities,Truck Driver,24.827,36.089,Credit
464760,Hafon_Albina,Kronos Pipe and Irrigation,242.21,0,Facilities,Truck Driver,24.892,36.089,Credit
468120,Morluniau_Cecilia,Nationwide Refinery,761.64,0,Facilities,Truck Driver,24.892,36.089,Credit
469080,Hafon_Albina,Maximum Iron and Steel,2859.51,0,Facilities,Truck Driver,24.8377,36.089,Credit
473580,Morluniau_Cecilia,Stewart and Sons Fabrication,2144.62,0,Facilities,Truck Driver,24.892,36.089,Credit
475020,Hafon_Albina,Carlyle Chemical Inc.,3959.66,0,Facilities,Truck Driver,24.8819,36.089,Credit
475200,Mies_Minke,Kalami Kafenion,22.31,24,Security,Perimeter Control,24.892,,Loyalty
475200,Mies_Minke,Brew've Been Served,15.58,24,Security,Perimeter Control,24.9016,36.0561,Loyalty
475200,Mies_Minke,Albert's Fine Clothing,121.76,24,Security,Perimeter Control,24.8562,36.0754,Loyalty
475200,Mies_Henk,Abila Airport,612.47,0,Facilities,Truck Driver,24.827,36.0505,Loyalty
475200,Lagos_Varja,U-Pump,59.51,23,Security,Badging Office,24.8678,36.0677,Loyalty
475200,Lagos_Varja,Kalami Kafenion,30.1,23,Security,Badging Office,24.892,,Loyalty
475200,Lagos_Varja,Guy's Gyros,22.57,23,Security,Badging Office,24.8978,36.057,Loyalty
475200,Lagos_Varja,Brew've Been Served,3.67,23,Security,Badging Office,24.9016,36.0561,Loyalty
475200,Herrero_Kanon,Brew've Been Served,14.97,22,Security,Badging Office,24.9016,36.0561,Loyalty
475200,Hafon_Albina,Ouzeri Elian,16.84,0,Facilities,Truck Driver,24.8716,36.0526,Loyalty
475200,Hafon_Albina,Maximum Iron and Steel,2859.51,0,Facilities,Truck Driver,24.8377,36.0634,Loyalty
475200,Hafon_Albina,Kronos Pipe and Irrigation,242.21,0,Facilities,Truck Driver,24.892,,Loyalty
475200,Hafon_Albina,Abila Airport,777.06,0,Facilities,Truck Driver,24.827,36.0505,Loyalty
475200,Hafon_Albina,Abila Airport,4540.08,0,Facilities,Truck Driver,24.827,36.0505,Loyalty
475200,Hafon_Albina,Carlyle Chemical Inc.,3959.66,0,Facilities,Truck Driver,24.8819,36.0587,Loyalty
475200,Fusil_Stenig,Ouzeri Elian,20.56,20,Security,Building Control,24.8716,36.0526,Loyalty
475200,Fusil_Stenig,Guy's Gyros,37.82,20,Security,Building Control,24.8978,36.057,Loyalty
475200,Fusil_Stenig,Brew've Been Served,8.33,20,Security,Building Control,24.9016,36.0561,Loyalty
475200,Frente_Vira,Ouzeri Elian,20.4,19,Engineering,Hydraulic Technician,24.8716,36.0526,Loyalty
475200,Frente_Vira,Hippokampos,25.5,19,Engineering,Hydraulic Technician,24.892,,Loyalty
475200,Frente_Vira,Bean There Done That,4.27,19,Engineering,Hydraulic Technician,24.8497,36.0819,Loyalty
475200,Frente_Birgitta,KaterinaÃÂs CafÃÂ©,32.64,18,Engineering,Geologist,24.892,,Loyalty
475200,Frente_Birgitta,Hallowed Grounds,16.72,18,Engineering,Geologist,24.8798,36.0634,Loyalty
475200,Flecha_Sven,Guy's Gyros,39.29,17,Information Technology,IT Technician,24.8978,36.057,Loyalty
475200,Flecha_Sven,Guy's Gyros,16.92,17,Information Technology,IT Technician,24.8978,36.057,Loyalty
475200,Flecha_Sven,Brew've Been Served,4.24,17,Information Technology,IT Technician,24.9016,36.0561,Loyalty
475200,Morluniau_Cecilia,Nationwide Refinery,761.64,0,Facilities,Truck Driver,24.892,,Loyalty
475200,Morluniau_Cecilia,Stewart and Sons Fabrication,2144.62,0,Facilities,Truck Driver,24.892,,Loyalty
475200,Resumir_Felix,Brew've Been Served,5.66,30,Security,Security Group Manager,24.9016,36.0561,Loyalty
475200,Nubarron_Adra,Frydos Autosupply n' More,197.32,25,Engineering,Geologist,24.9042,36.0587,Loyalty
475200,Vasco-Pais_Willem,Guy's Gyros,19.67,35,Executive,Environmental Safety Advisor,24.8978,36.057,Loyalty
475200,Vann_Isia,Shoppers' Delight,293.67,16,Security,Perimeter Control,24.892,,Loyalty
475200,Vann_Isia,Brew've Been Served,10.68,16,Security,Perimeter Control,24.9016,36.0561,Loyalty
475200,Vann_Isia,Abila Zacharo,12.05,16,Security,Perimeter Control,24.892,,Loyalty
475200,Vann_Edvard,Hippokampos,13.26,34,Security,Perimeter Control,24.892,,Loyalty
475200,Vann_Edvard,Brew've Been Served,11.34,34,Security,Perimeter Control,24.9016,36.0561,Loyalty
475200,Tempestad_Brand,Ouzeri Elian,34.71,33,Engineering,Drill Technician,24.8716,36.0526,Loyalty
475200,Tempestad_Brand,Brew've Been Served,16.9,33,Engineering,Drill Technician,24.9016,36.0561,Loyalty
475200,Strum_Orhan,Jack's Magical Beans,7.84,32,Executive,SVP/COO,24.8725,36.0677,Loyalty
475200,Resumir_Felix,KaterinaÃÂs CafÃÂ©,19.65,30,Security,Security Group Manager,24.892,,Loyalty
475200,Resumir_Felix,Guy's Gyros,11.94,30,Security,Security Group Manager,24.8978,36.057,Loyalty
475200,Ferro_Inga,Guy's Gyros,28.94,13,Security,Site Control,24.8978,36.057,Loyalty
475200,Nubarron_Adra,Coffee Cameleon,11.86,25,Engineering,Geologist,24.8901,36.0548,Loyalty
475200,Ovan_Bertrand,Ouzeri Elian,30.87,29,Facilities,Facilities Group Manager,24.8716,36.0526,Loyalty
475200,Ovan_Bertrand,Coffee Cameleon,8.39,29,Facilities,Facilities Group Manager,24.8901,36.0548,Loyalty
475200,Osvaldo_Hennie,KaterinaÃÂs CafÃÂ©,17.92,21,Security,Perimeter Control,24.892,,Loyalty
475200,Osvaldo_Hennie,Brew've Been Served,12.83,21,Security,Perimeter Control,24.9016,36.0561,Loyalty
475200,Osvaldo_Hennie,Abila Zacharo,23.15,21,Security,Perimeter Control,24.892,,Loyalty
475200,Orilla_Kare,KaterinaÃÂs CafÃÂ©,26.1,27,Engineering,Drill Technician,24.892,,Loyalty
475200,Orilla_Kare,Hallowed Grounds,10.66,27,Engineering,Drill Technician,24.8798,36.0634,Loyalty
475200,Orilla_Kare,Gelatogalore,36.33,27,Engineering,Drill Technician,24.8613,36.0604,Loyalty
475200,Orilla_Elsa,Jack's Magical Beans,18.59,28,Engineering,Drill Technician,24.8725,36.0677,Loyalty
475200,Orilla_Elsa,Frydos Autosupply n' More,253.87,28,Engineering,Drill Technician,24.9042,36.0587,Loyalty
475200,Orilla_Elsa,Abila Zacharo,50.14,28,Engineering,Drill Technician,24.892,,Loyalty
475200,Onda_Marin,Guy's Gyros,11.22,26,Engineering,Drill Site Manager,24.8978,36.057,Loyalty
475200,Onda_Marin,Frydos Autosupply n' More,274.98,26,Engineering,Drill Site Manager,24.9042,36.0587,Loyalty
475200,Ovan_Bertrand,KaterinaÃÂs CafÃÂ©,15.52,29,Facilities,Facilities Group Manager,24.892,,Loyalty
475200,Ferro_Inga,Gelatogalore,23.41,13,Security,Site Control,24.8613,36.0604,Loyalty
475200,Borrasca_Isande,Brewed Awakenings,16.89,7,Engineering,Drill Technician,24.892,,Loyalty
475200,Dedos_Lidelse,KaterinaÃÂs CafÃÂ©,12.32,14,Engineering,Engineering Group Manager,24.892,,Loyalty
475200,Alcazar_Lucas,Hallowed Grounds,8.05,1,Information Technology,IT Helpdesk,24.8798,36.0634,Loyalty
475200,Alcazar_Lucas,Albert's Fine Clothing,276.9,1,Information Technology,IT Helpdesk,24.8562,36.0754,Loyalty
475200,Bramar_Mat,KaterinaÃÂs CafÃÂ©,26.51,0,Unknown,Unknown,24.892,,Loyalty
475200,Mies Haber_Ruscella,Frydos Autosupply n' More,89.3,0,Unknown,Unknown,24.9042,36.0587,Loyalty
475200,Awelon_Varro,Hippokampos,24.41,0,Unknown,Unknown,24.892,,Loyalty
475200,Ribera_Anda,KaterinaÃÂs CafÃÂ©,28.0,0,Unknown,Unknown,24.892,,Loyalty
475200,Lais_Cornelia,Frydos Autosupply n' More,175.87,0,Unknown,Unknown,24.9042,36.0587,Loyalty
475200,Coginian_Dante,Frydos Autosupply n' More,80.85,0,Unknown,Unknown,24.9042,36.0587,Loyalty
475200,Arpa_Emile,KaterinaÃÂs CafÃÂ©,26.46,0,Unknown,Unknown,24.892,,Loyalty
475200,Lagos_Linda,KaterinaÃÂs CafÃÂ©,38.65,0,Unknown,Unknown,24.892,,Loyalty
475200,Arpa_Emile,Kalami Kafenion,27.4,0,Unknown,Unknown,24.892,,Loyalty
475200,Bramar_Mat,Hippokampos,30.88,0,Unknown,Unknown,24.892,,Loyalty
475200,Azada_Lars,Bean There Done That,10.28,2,Engineering,Engineer,24.8497,36.0819,Loyalty
475200,Coginian_Dante,Hippokampos,38.25,0,Unknown,Unknown,24.892,,Loyalty
475200,Lais_Cornelia,Ouzeri Elian,20.74,0,Unknown,Unknown,24.8716,36.0526,Loyalty
475200,Pantanal_Rachel,Hippokampos,36.54,0,Unknown,Unknown,24.892,,Loyalty
475200,Lagos_Linda,KaterinaÃÂs CafÃÂ©,33.54,0,Unknown,Unknown,24.892,,Loyalty
475200,Mies Haber_Ruscella,Kalami Kafenion,8.64,0,Unknown,Unknown,24.892,,Loyalty
475200,Ribera_Anda,Hippokampos,34.03,0,Unknown,Unknown,24.892,,Loyalty
475200,Forluniau_Carla,Abila Zacharo,26.93,0,Unknown,Unknown,24.892,,Loyalty
475200,Coginian_Dante,Brew've Been Served,15.39,0,Unknown,Unknown,24.9016,36.0561,Loyalty
475200,Lagos_Linda,Brew've Been Served,11.2,0,Unknown,Unknown,24.9016,36.0561,Loyalty
475200,Mies Haber_Ruscella,Brew've Been Served,4.27,0,Unknown,Unknown,24.9016,36.0561,Loyalty
475200,Pantanal_Rachel,Hallowed Grounds,12.93,0,Unknown,Unknown,24.8798,36.0634,Loyalty
475200,Awelon_Varro,Coffee Shack,11.51,0,Unknown,Unknown,24.8583,36.0729,Loyalty
475200,Arpa_Emile,Hallowed Grounds,16.53,0,Unknown,Unknown,24.8798,36.0634,Loyalty
475200,Awelon_Varro,Kalami Kafenion,13.08,0,Unknown,Unknown,24.892,,Loyalty
475200,Ferro_Inga,Brew've Been Served,8.88,13,Security,Site Control,24.9016,36.0561,Loyalty
475200,Azada_Lars,Guy's Gyros,15.44,2,Engineering,Engineer,24.8978,36.057,Loyalty
475200,Balas_Felix,Bean There Done That,16.09,3,Engineering,Engineer,24.8497,36.0819,Loyalty
475200,Dedos_Lidelse,KaterinaÃÂs CafÃÂ©,13.59,14,Engineering,Engineering Group Manager,24.892,,Loyalty
475200,Dedos_Lidelse,Hallowed Grounds,10.07,14,Engineering,Engineering Group Manager,24.8798,36.0634,Loyalty
475200,Cocinaro_Hideki,Hallowed Grounds,12.22,12,Security,Site Control,24.8798,36.0634,Loyalty
475200,Cocinaro_Hideki,Guy's Gyros,15.29,12,Security,Site Control,24.8978,36.057,Loyalty
475200,Cocinaro_Hideki,Abila Zacharo,18.11,12,Security,Site Control,24.892,,Loyalty
475200,Cazar_Gustav,Hippokampos,35.34,11,Engineering,Hydraulic Technician,24.892,,Loyalty
475200,Cazar_Gustav,Bean There Done That,5.24,11,Engineering,Hydraulic Technician,24.8497,36.0819,Loyalty
475200,Campo-Corrente_Ada,Hippokampos,20.61,10,Executive,SVP/CIO,24.892,,Loyalty
475200,Campo-Corrente_Ada,Brewed Awakenings,4.35,10,Executive,SVP/CIO,24.892,,Loyalty
475200,Calzas_Axel,Hippokampos,26.8,9,Engineering,Drill Technician,24.892,,Loyalty
475200,Calzas_Axel,Hippokampos,8.64,9,Engineering,Drill Technician,24.892,,Loyalty
475200,Calzas_Axel,Bean There Done That,8.54,9,Engineering,Drill Technician,24.8497,36.0819,Loyalty
475200,Azada_Lars,Hippokampos,21.33,2,Engineering,Engineer,24.892,,Loyalty
475200,Calixto_Nils,Gelatogalore,22.64,8,Information Technology,IT Technician,24.8613,36.0604,Loyalty
475200,Vasco-Pais_Willem,Jack's Magical Beans,18.1,35,Executive,Environmental Safety Advisor,24.8725,36.0677,Loyalty
475200,Bodrogi_Loreto,KaterinaÃÂs CafÃÂ©,39.41,15,Security,Site Control,24.892,,Loyalty
475200,Bodrogi_Loreto,Brew've Been Served,18.24,15,Security,Site Control,24.9016,36.0561,Loyalty
475200,Bergen_Linnea,KaterinaÃÂs CafÃÂ©,23.63,6,Information Technology,IT Group Manager,24.892,,Loyalty
475200,Bergen_Linnea,Gelatogalore,12.74,6,Information Technology,IT Group Manager,24.8613,36.0604,Loyalty
475200,Bergen_Linnea,Coffee Cameleon,8.73,6,Information Technology,IT Group Manager,24.8901,36.0548,Loyalty
475200,Baza_Isak,KaterinaÃÂs CafÃÂ©,18.56,5,Information Technology,IT Technician,24.892,,Loyalty
475200,Baza_Isak,Jack's Magical Beans,11.03,5,Information Technology,IT Technician,24.8725,36.0677,Loyalty
475200,Barranco_Ingrid,Hippokampos,17.27,4,Executive,SVP/CFO,24.892,,Loyalty
475200,Barranco_Ingrid,Brewed Awakenings,5.72,4,Executive,SVP/CFO,24.892,,Loyalty
475200,Barranco_Ingrid,Abila Zacharo,30.08,4,Executive,SVP/CFO,24.892,,Loyalty
475200,Balas_Felix,Guy's Gyros,30.82,3,Engineering,Engineer,24.8978,36.057,Loyalty
475200,Borrasca_Isande,Ouzeri Elian,38.9,7,Engineering,Drill Technician,24.8716,36.0526,Loyalty
475200,Bramar_Mat,Brew've Been Served,9.6,0,Unknown,Unknown,24.9016,36.0561,Loyalty
475200,Lais_Cornelia,Brew've Been Served,4.17,0,Unknown,Unknown,24.9016,36.0561,Loyalty
475200,Awelon_Varro,Coffee Shack,51.51,0,Unknown,Unknown,24.8583,36.089,Credit
475200,Vasco-Pais_Willem,Jack's Magical Beans,18.1,35,Executive,Environmental Safety Advisor,24.8725,36.089,Credit
475200,Strum_Orhan,Jack's Magical Beans,27.84,32,Executive,SVP/COO,24.8725,36.089,Credit
475200,Orilla_Elsa,Jack's Magical Beans,18.59,28,Engineering,Drill Technician,24.8725,36.089,Credit
475200,Frente_Vira,Bean There Done That,4.27,19,Engineering,Hydraulic Technician,24.8497,36.089,Credit
475200,Cazar_Gustav,Bean There Done That,5.24,11,Engineering,Hydraulic Technician,24.8497,36.089,Credit
475200,Azada_Lars,Bean There Done That,10.28,2,Engineering,Engineer,24.8497,36.089,Credit
475200,Calzas_Axel,Bean There Done That,8.54,9,Engineering,Drill Technician,24.8497,36.089,Credit
475200,Balas_Felix,Bean There Done That,16.09,3,Engineering,Engineer,24.8497,36.089,Credit
475200,Barranco_Ingrid,Brewed Awakenings,5.72,4,Executive,SVP/CFO,24.892,36.089,Credit
475200,Campo-Corrente_Ada,Brewed Awakenings,4.35,10,Executive,SVP/CIO,24.892,36.089,Credit
475200,Borrasca_Isande,Brewed Awakenings,16.89,7,Engineering,Drill Technician,24.892,36.089,Credit
475200,Baza_Isak,Jack's Magical Beans,11.03,5,Information Technology,IT Technician,24.8725,36.089,Credit
476160,Mies_Henk,Abila Airport,1873.79,0,Facilities,Truck Driver,24.827,36.089,Credit
478560,Campo-Corrente_Ada,KaterinaÃÂs CafÃÂ©,13.68,10,Executive,SVP/CIO,24.892,36.089,Credit
478620,Strum_Orhan,Hippokampos,9.16,32,Executive,SVP/COO,24.892,36.089,Credit
479880,Forluniau_Carla,Abila Zacharo,106.93,0,Unknown,Unknown,24.892,36.089,Credit
479940,Lagos_Varja,Kalami Kafenion,70.1,23,Security,Badging Office,24.892,36.089,Credit
479940,Bergen_Linnea,Gelatogalore,12.74,6,Information Technology,IT Group Manager,24.8613,36.089,Credit
480000,Ribera_Anda,Hippokampos,34.03,0,Unknown,Unknown,24.892,36.089,Credit
480060,Alcazar_Lucas,Hippokampos,28.23,1,Information Technology,IT Helpdesk,24.892,36.089,Credit
480120,Borrasca_Isande,Ouzeri Elian,38.9,7,Engineering,Drill Technician,24.8716,36.089,Credit
480180,Vann_Edvard,Hippokampos,13.26,34,Security,Perimeter Control,24.892,36.089,Credit
480240,Azada_Lars,Guy's Gyros,15.44,2,Engineering,Engineer,24.8978,36.089,Credit
480420,Barranco_Ingrid,Abila Zacharo,30.08,4,Executive,SVP/CFO,24.892,36.089,Credit
480420,Herrero_Kanon,Abila Zacharo,50.14,22,Security,Badging Office,24.892,36.089,Credit
480480,Lagos_Linda,KaterinaÃÂs CafÃÂ©,33.54,0,Unknown,Unknown,24.892,36.089,Credit
480480,Mies Haber_Ruscella,Kalami Kafenion,8.64,0,Unknown,Unknown,24.892,36.089,Credit
480600,Flecha_Sven,Guy's Gyros,16.92,17,Information Technology,IT Technician,24.8978,36.089,Credit
480900,Pantanal_Rachel,Hippokampos,36.54,0,Unknown,Unknown,24.892,36.089,Credit
480900,Vann_Isia,Abila Zacharo,92.05,16,Security,Perimeter Control,24.892,36.089,Credit
481020,Fusil_Stenig,Ouzeri Elian,20.56,20,Security,Building Control,24.8716,36.089,Credit
481140,Onda_Marin,Guy's Gyros,11.22,26,Engineering,Drill Site Manager,24.8978,36.089,Credit
481260,Calixto_Nils,Gelatogalore,22.64,8,Information Technology,IT Technician,24.8613,36.089,Credit
481320,Frente_Vira,Ouzeri Elian,20.4,19,Engineering,Hydraulic Technician,24.8716,36.089,Credit
481560,Balas_Felix,Guy's Gyros,30.82,3,Engineering,Engineer,24.8978,36.089,Credit
481560,Baza_Isak,KaterinaÃÂs CafÃÂ©,18.56,5,Information Technology,IT Technician,24.892,36.089,Credit
481560,Vasco-Pais_Willem,Guy's Gyros,99.67,35,Executive,Environmental Safety Advisor,24.8978,36.089,Credit
481620,Cazar_Gustav,Kalami Kafenion,22.13,11,Engineering,Hydraulic Technician,24.892,36.089,Credit
481680,Lais_Cornelia,Ouzeri Elian,20.74,0,Unknown,Unknown,24.8716,36.089,Credit
481680,Ovan_Bertrand,Ouzeri Elian,30.87,29,Facilities,Facilities Group Manager,24.8716,36.089,Credit
481800,Dedos_Lidelse,KaterinaÃÂs CafÃÂ©,13.59,14,Engineering,Engineering Group Manager,24.892,36.089,Credit
481800,Frente_Birgitta,KaterinaÃÂs CafÃÂ©,32.64,18,Engineering,Geologist,24.892,36.089,Credit
481920,Orilla_Kare,Gelatogalore,36.33,27,Engineering,Drill Technician,24.8613,36.089,Credit
481920,Mies_Minke,Kalami Kafenion,22.31,24,Security,Perimeter Control,24.892,36.089,Credit
481980,Nubarron_Adra,KaterinaÃÂs CafÃÂ©,36.95,25,Engineering,Geologist,24.892,36.089,Credit
482040,Osvaldo_Hennie,Abila Zacharo,23.15,21,Security,Perimeter Control,24.892,36.089,Credit
482220,Calzas_Axel,Hippokampos,8.64,9,Engineering,Drill Technician,24.892,36.089,Credit
482280,Coginian_Dante,Hippokampos,38.25,0,Unknown,Unknown,24.892,36.089,Credit
482340,Bodrogi_Loreto,KaterinaÃÂs CafÃÂ©,39.41,15,Security,Site Control,24.892,36.089,Credit
482400,Awelon_Varro,Kalami Kafenion,13.08,0,Unknown,Unknown,24.892,36.089,Credit
482400,Ferro_Inga,Gelatogalore,23.41,13,Security,Site Control,24.8613,36.089,Credit
482640,Bramar_Mat,Hippokampos,30.88,0,Unknown,Unknown,24.892,36.089,Credit
482700,Cocinaro_Hideki,Abila Zacharo,78.11,12,Security,Site Control,24.892,36.089,Credit
483300,Arpa_Emile,Kalami Kafenion,27.4,0,Unknown,Unknown,24.892,36.089,Credit
483420,Resumir_Felix,KaterinaÃÂs CafÃÂ©,19.65,30,Security,Security Group Manager,24.892,36.089,Credit
486840,Hafon_Albina,Abila Airport,777.06,0,Facilities,Truck Driver,24.827,36.089,Credit
488340,Mies_Henk,Abila Airport,612.47,0,Facilities,Truck Driver,24.827,36.089,Credit
494880,Lagos_Varja,U-Pump,59.51,23,Security,Badging Office,24.8678,36.089,Credit
500160,Lagos_Linda,KaterinaÃÂs CafÃÂ©,78.65,0,Unknown,Unknown,24.892,36.089,Credit
500880,Arpa_Emile,KaterinaÃÂs CafÃÂ©,26.46,0,Unknown,Unknown,24.892,36.089,Credit
501480,Flecha_Sven,Guy's Gyros,39.29,17,Information Technology,IT Technician,24.8978,36.089,Credit
503400,Orilla_Elsa,Frydos Autosupply n' More,273.87,28,Engineering,Drill Technician,24.9042,36.089,Credit
504420,Bergen_Linnea,KaterinaÃÂs CafÃÂ©,23.63,6,Information Technology,IT Group Manager,24.892,36.089,Credit
504480,Dedos_Lidelse,KaterinaÃÂs CafÃÂ©,12.32,14,Engineering,Engineering Group Manager,24.892,36.089,Credit
504540,Resumir_Felix,Guy's Gyros,11.94,30,Security,Security Group Manager,24.8978,36.089,Credit
504720,Coginian_Dante,Frydos Autosupply n' More,80.85,0,Unknown,Unknown,24.9042,36.089,Credit
504780,Lagos_Varja,Guy's Gyros,22.57,23,Security,Badging Office,24.8978,36.089,Credit
504900,Fusil_Stenig,Guy's Gyros,117.82,20,Security,Building Control,24.8978,36.089,Credit
504900,Lais_Cornelia,Frydos Autosupply n' More,175.87,0,Unknown,Unknown,24.9042,36.089,Credit
505140,Forluniau_Carla,KaterinaÃÂs CafÃÂ©,21.66,0,Unknown,Unknown,24.892,36.089,Credit
505200,Cazar_Gustav,Hippokampos,35.34,11,Engineering,Hydraulic Technician,24.892,36.089,Credit
505440,Ferro_Inga,Guy's Gyros,28.94,13,Security,Site Control,24.8978,36.089,Credit
505560,Alcazar_Lucas,Albert's Fine Clothing,276.9,1,Information Technology,IT Helpdesk,24.8562,36.089,Credit
505680,Cocinaro_Hideki,Guy's Gyros,95.29,12,Security,Site Control,24.8978,36.089,Credit
505740,Frente_Vira,Hippokampos,85.5,19,Engineering,Hydraulic Technician,24.892,36.089,Credit
505740,Osvaldo_Hennie,KaterinaÃÂs CafÃÂ©,17.92,21,Security,Perimeter Control,24.892,36.089,Credit
505800,Ribera_Anda,KaterinaÃÂs CafÃÂ©,28.0,0,Unknown,Unknown,24.892,36.089,Credit
505980,Ovan_Bertrand,KaterinaÃÂs CafÃÂ©,15.52,29,Facilities,Facilities Group Manager,24.892,36.089,Credit
506160,Calzas_Axel,Hippokampos,26.8,9,Engineering,Drill Technician,24.892,36.089,Credit
506760,Awelon_Varro,Hippokampos,24.41,0,Unknown,Unknown,24.892,36.089,Credit
506760,Azada_Lars,Hippokampos,21.33,2,Engineering,Engineer,24.892,36.089,Credit
506820,Mies Haber_Ruscella,Frydos Autosupply n' More,149.3,0,Unknown,Unknown,24.9042,36.089,Credit
506940,Vann_Isia,Shoppers' Delight,293.67,16,Security,Perimeter Control,24.892,36.089,Credit
507120,Barranco_Ingrid,Hippokampos,17.27,4,Executive,SVP/CFO,24.892,36.089,Credit
507540,Orilla_Kare,KaterinaÃÂs CafÃÂ©,26.1,27,Engineering,Drill Technician,24.892,36.089,Credit
507780,Frente_Birgitta,KaterinaÃÂs CafÃÂ©,10.72,18,Engineering,Geologist,24.892,36.089,Credit
507780,Mies_Minke,Albert's Fine Clothing,121.76,24,Security,Perimeter Control,24.8562,36.089,Credit
508260,Strum_Orhan,Hippokampos,28.14,32,Executive,SVP/COO,24.892,36.089,Credit
508320,Bramar_Mat,KaterinaÃÂs CafÃÂ©,26.51,0,Unknown,Unknown,24.892,36.089,Credit
508980,Nubarron_Adra,Frydos Autosupply n' More,197.32,25,Engineering,Geologist,24.9042,36.089,Credit
509520,Onda_Marin,Frydos Autosupply n' More,314.98,26,Engineering,Drill Site Manager,24.9042,36.089,Credit
510720,Campo-Corrente_Ada,Hippokampos,20.61,10,Executive,SVP/CIO,24.892,36.089,Credit
545220,Flecha_Sven,Brew've Been Served,5.08,17,Information Technology,IT Technician,24.9016,36.089,Credit
545460,Lais_Cornelia,Brew've Been Served,12.74,0,Unknown,Unknown,24.9016,36.089,Credit
545580,Vann_Edvard,Brew've Been Served,7.09,34,Security,Perimeter Control,24.9016,36.089,Credit
545700,Calixto_Nils,Hallowed Grounds,14.05,8,Information Technology,IT Technician,24.8798,36.089,Credit
545820,Arpa_Emile,Hallowed Grounds,8.91,0,Unknown,Unknown,24.8798,36.089,Credit
546060,Dedos_Lidelse,Hallowed Grounds,19.59,14,Engineering,Engineering Group Manager,24.8798,36.089,Credit
546300,Fusil_Stenig,Brew've Been Served,19.6,20,Security,Building Control,24.9016,36.089,Credit
546360,Alcazar_Lucas,Hallowed Grounds,84.44,1,Information Technology,IT Helpdesk,24.8798,36.089,Credit
546360,Ovan_Bertrand,Coffee Cameleon,9.1,29,Facilities,Facilities Group Manager,24.8901,36.089,Credit
546420,Onda_Marin,Hallowed Grounds,7.88,26,Engineering,Drill Site Manager,24.8798,36.089,Credit
