Timestamp,Name,Location,Price,CarID,CurrentEmploymentType,CurrentEmploymentTitle,Longitude,Latitude
633480,Mies Haber_Ruscella,Brew've Been Served,8.4,0,Unknown,Unknown,24.9016,36.0561
633540,Nubarron_Adra,Coffee Cameleon,15.71,25,Engineering,Geologist,24.8901,36.0548
633600,Vann_Edvard,Brew've Been Served,32.3,34,Security,Perimeter Control,24.9016,36.0561
633660,Coginian_Dante,Brew've Been Served,3.92,0,Unknown,Unknown,24.9016,36.0561
633660,Ferro_Inga,Brew've Been Served,17.13,13,Security,Site Control,24.9016,36.0561
633660,Flecha_Sven,Brew've Been Served,3.42,17,Information Technology,IT Technician,24.9016,36.0561
633780,Resumir_Felix,Brew've Been Served,10.15,30,Security,Security Group Manager,24.9016,36.0561
634140,Lagos_Linda,Brew've Been Served,11.48,0,Unknown,Unknown,24.9016,36.0561
634560,Herrero_Kanon,Brew've Been Served,7.26,22,Security,Badging Office,24.9016,36.0561
634680,Mies_Minke,Brew've Been Served,6.3,24,Security,Perimeter Control,24.9016,36.0561
634920,Forluniau_Carla,Coffee Cameleon,16.17,0,Unknown,Unknown,24.8901,36.0548
639780,Morlun_Valeria,Carlyle Chemical Inc.,3048.31,0,Facilities,Truck Driver,24.8819,36.0587
640440,Morlun_Adan,Nationwide Refinery,4513.16,0,Facilities,Truck Driver,24.892,36.089
641640,Morluniau_Cecilia,Nationwide Refinery,3674.32,0,Facilities,Truck Driver,24.892,36.089
646080,Morlun_Adan,Stewart and Sons Fabrication,1738.26,0,Facilities,Truck Driver,24.892,36.089
647880,Morluniau_Cecilia,Stewart and Sons Fabrication,1673.77,0,Facilities,Truck Driver,24.892,36.089
648000,Awelon_Varro,Coffee Shack,13.13,0,Unknown,Unknown,24.8583,36.0729
648000,Azada_Lars,Bean There Done That,17.45,2,Engineering,Engineer,24.8497,36.0819
648000,Balas_Felix,Bean There Done That,12.07,3,Engineering,Engineer,24.8497,36.0819
648000,Barranco_Ingrid,Brewed Awakenings,11.73,4,Executive,SVP/CFO,24.892,36.089
648000,Baza_Isak,Jack's Magical Beans,3.96,5,Information Technology,IT Technician,24.8725,36.0677
648000,Borrasca_Isande,Brewed Awakenings,12.32,7,Engineering,Drill Technician,24.892,36.089
648000,Calzas_Axel,Bean There Done That,8.06,9,Engineering,Drill Technician,24.8497,36.0819
648000,Campo-Corrente_Ada,Brewed Awakenings,15.03,10,Executive,SVP/CIO,24.892,36.089
648000,Cazar_Gustav,Bean There Done That,94.96,11,Engineering,Hydraulic Technician,24.8497,36.0819
648000,Orilla_Elsa,Jack's Magical Beans,18.78,28,Engineering,Drill Technician,24.8725,36.0677
648000,Strum_Orhan,Jack's Magical Beans,12.37,32,Executive,SVP/COO,24.8725,36.0677
648000,Vasco-Pais_Willem,Jack's Magical Beans,31.25,35,Executive,Environmental Safety Advisor,24.8725,36.0677
649740,Bodrogi_Loreto,Frank's Fuel,65.34,15,Security,Site Control,24.8377,36.0729
650700,Mies_Henk,Abila Airport,2723.18,0,Facilities,Truck Driver,24.827,36.0505
651360,Borrasca_Isande,Chostus Hotel,107.51,7,Engineering,Drill Technician,24.8935,36.0699
651780,Nant_Irene,Carlyle Chemical Inc.,4983.52,0,Facilities,Truck Driver,24.8819,36.0587
652200,Mies Haber_Ruscella,Abila Zacharo,22.13,0,Unknown,Unknown,24.892,36.089
652320,Campo-Corrente_Ada,Hippokampos,26.55,10,Executive,SVP/CIO,24.892,36.089
652500,Vann_Edvard,Hippokampos,9.03,34,Security,Perimeter Control,24.892,36.089
652740,Morlun_Valeria,KaterinaÃÂs CafÃÂ©,29.26,0,Facilities,Truck Driver,24.892,36.089
652740,Tempestad_Brand,Chostus Hotel,111.89,33,Engineering,Drill Technician,24.8935,36.0699
652860,Strum_Orhan,Ouzeri Elian,109.73,32,Executive,SVP/COO,24.8716,36.0526
652980,Vasco-Pais_Willem,Abila Zacharo,36.85,35,Executive,Environmental Safety Advisor,24.892,36.089
653160,Bergen_Linnea,Hippokampos,16.59,6,Information Technology,IT Group Manager,24.892,36.089
653220,Lagos_Linda,Gelatogalore,32.79,0,Unknown,Unknown,24.8613,36.0604
653280,Baza_Isak,KaterinaÃÂs CafÃÂ©,8.53,5,Information Technology,IT Technician,24.892,36.089
653280,Osvaldo_Hennie,Gelatogalore,20.72,21,Security,Perimeter Control,24.8613,36.0604
653340,Ovan_Bertrand,Kalami Kafenion,24.08,29,Facilities,Facilities Group Manager,24.892,36.089
653460,Cazar_Gustav,Hippokampos,37.89,11,Engineering,Hydraulic Technician,24.892,36.089
653520,Flecha_Sven,Guy's Gyros,30.12,17,Information Technology,IT Technician,24.8978,36.057
653640,Azada_Lars,Abila Zacharo,14.41,2,Engineering,Engineer,24.892,36.089
653640,Onda_Marin,KaterinaÃÂs CafÃÂ©,88.98,26,Engineering,Drill Site Manager,24.892,36.089
653880,Herrero_Kanon,Gelatogalore,50.36,22,Security,Badging Office,24.8613,36.0604
653940,Lagos_Varja,Gelatogalore,119.75,23,Security,Badging Office,24.8613,36.0604
654000,Bodrogi_Loreto,Guy's Gyros,77.9,15,Security,Site Control,24.8978,36.057
654060,Nubarron_Adra,KaterinaÃÂs CafÃÂ©,26.45,25,Engineering,Geologist,24.892,36.089
654120,Calixto_Nils,Gelatogalore,35.29,8,Information Technology,IT Technician,24.8613,36.0604
654120,Coginian_Dante,Kalami Kafenion,22.49,0,Unknown,Unknown,24.892,36.089
654120,Frente_Vira,KaterinaÃÂs CafÃÂ©,57.04,19,Engineering,Hydraulic Technician,24.892,36.089
654180,Alcazar_Lucas,Hippokampos,39.8,1,Information Technology,IT Helpdesk,24.892,36.089
654240,Vann_Isia,Kalami Kafenion,31.96,16,Security,Perimeter Control,24.892,36.089
654300,Orilla_Kare,Kalami Kafenion,23.82,27,Engineering,Drill Technician,24.892,36.089
654360,Pantanal_Rachel,Abila Zacharo,28.25,0,Unknown,Unknown,24.892,36.089
654420,Calzas_Axel,KaterinaÃÂs CafÃÂ©,27.05,9,Engineering,Drill Technician,24.892,36.089
654420,Forluniau_Carla,Gelatogalore,22.27,0,Unknown,Unknown,24.8613,36.0604
654420,Lais_Cornelia,Ouzeri Elian,104.92,0,Unknown,Unknown,24.8716,36.0526
654480,Balas_Felix,Hippokampos,28.79,3,Engineering,Engineer,24.892,36.089
654480,Ferro_Inga,Gelatogalore,116.72,13,Security,Site Control,24.8613,36.0604
654660,Dedos_Lidelse,Guy's Gyros,15.86,14,Engineering,Engineering Group Manager,24.8978,36.057
654660,Resumir_Felix,Abila Zacharo,30.85,30,Security,Security Group Manager,24.892,36.089
654720,Fusil_Stenig,Kalami Kafenion,14.77,20,Security,Building Control,24.892,36.089
654780,Frente_Birgitta,Abila Zacharo,16.2,18,Engineering,Geologist,24.892,36.089
655020,Mies_Minke,Guy's Gyros,10.34,24,Security,Perimeter Control,24.8978,36.057
655560,Cocinaro_Hideki,KaterinaÃÂs CafÃÂ©,22.94,12,Security,Site Control,24.892,36.089
655740,Nant_Irene,Kronos Pipe and Irrigation,3615.61,0,Facilities,Truck Driver,24.892,36.089
656100,Awelon_Varro,Kalami Kafenion,34.98,0,Unknown,Unknown,24.892,36.089
656220,Bramar_Mat,Gelatogalore,39.94,0,Unknown,Unknown,24.8613,36.0604
656340,Arpa_Emile,Kalami Kafenion,31.43,0,Unknown,Unknown,24.892,36.089
656760,Morlun_Valeria,Carlyle Chemical Inc.,4901.88,0,Facilities,Truck Driver,24.8819,36.0587
659880,Nant_Irene,Maximum Iron and Steel,3136.01,0,Facilities,Truck Driver,24.8377,36.0634
660540,Mies_Henk,Abila Airport,2769.12,0,Facilities,Truck Driver,24.827,36.0505
674460,Azada_Lars,Hippokampos,10.52,2,Engineering,Engineer,24.892,36.089
674880,Borrasca_Isande,Hippokampos,16.54,7,Engineering,Drill Technician,24.892,36.089
675120,Mies Haber_Ruscella,KaterinaÃÂs CafÃÂ©,34.25,0,Unknown,Unknown,24.892,36.089
675360,Vann_Isia,Guy's Gyros,15.69,16,Security,Perimeter Control,24.8978,36.057
676080,Mies_Minke,Guy's Gyros,30.48,24,Security,Perimeter Control,24.8978,36.057
676800,Lagos_Linda,KaterinaÃÂs CafÃÂ©,13.83,0,Unknown,Unknown,24.892,36.089
676920,Frente_Vira,Hippokampos,32.66,19,Engineering,Hydraulic Technician,24.892,36.089
677220,Flecha_Sven,Guy's Gyros,28.81,17,Information Technology,IT Technician,24.8978,36.057
677220,Forluniau_Carla,Frydos Autosupply n' More,214.07,0,Unknown,Unknown,24.9042,36.0587
677280,Lais_Cornelia,Guy's Gyros,33.02,0,Unknown,Unknown,24.8978,36.057
677280,Onda_Marin,KaterinaÃÂs CafÃÂ©,31.59,26,Engineering,Drill Site Manager,24.892,36.089
677520,Herrero_Kanon,Ouzeri Elian,62.2,22,Security,Badging Office,24.8716,36.0526
677700,Lagos_Varja,Guy's Gyros,99.08,23,Security,Badging Office,24.8978,36.057
677820,Bodrogi_Loreto,Frydos Autosupply n' More,182.56,15,Security,Site Control,24.9042,36.0587
677820,Tempestad_Brand,Guy's Gyros,18.24,33,Engineering,Drill Technician,24.8978,36.057
678420,Nubarron_Adra,KaterinaÃÂs CafÃÂ©,33.31,25,Engineering,Geologist,24.892,36.089
678480,Awelon_Varro,Hippokampos,96.75,0,Unknown,Unknown,24.892,36.089
678480,Ribera_Anda,Frydos Autosupply n' More,268.89,0,Unknown,Unknown,24.9042,36.0587
678660,Calixto_Nils,KaterinaÃÂs CafÃÂ©,36.6,8,Information Technology,IT Technician,24.892,36.089
678900,Coginian_Dante,KaterinaÃÂs CafÃÂ©,16.93,0,Unknown,Unknown,24.892,36.089
679320,Ovan_Bertrand,KaterinaÃÂs CafÃÂ©,92.83,29,Facilities,Facilities Group Manager,24.892,36.089
679500,Balas_Felix,Albert's Fine Clothing,136.01,3,Engineering,Engineer,24.8562,36.0754
679740,Campo-Corrente_Ada,Hippokampos,15.64,10,Executive,SVP/CIO,24.892,36.089
679980,Barranco_Ingrid,Hippokampos,26.31,4,Executive,SVP/CFO,24.892,36.089
680220,Resumir_Felix,Guy's Gyros,10.28,30,Security,Security Group Manager,24.8978,36.057
680280,Ferro_Inga,Guy's Gyros,22.91,13,Security,Site Control,24.8978,36.057
680400,Cocinaro_Hideki,General Grocer,265.84,12,Security,Site Control,24.857,36.0608
680520,Bramar_Mat,KaterinaÃÂs CafÃÂ©,28.86,0,Unknown,Unknown,24.892,36.089
680940,Dedos_Lidelse,KaterinaÃÂs CafÃÂ©,27.87,14,Engineering,Engineering Group Manager,24.892,36.089
681360,Alcazar_Lucas,Ouzeri Elian,30.81,1,Information Technology,IT Helpdesk,24.8716,36.0526
681420,Baza_Isak,Ouzeri Elian,29.85,5,Information Technology,IT Technician,24.8716,36.0526
682320,Vasco-Pais_Willem,Hippokampos,78.99,35,Executive,Environmental Safety Advisor,24.892,36.089
718500,Bergen_Linnea,Coffee Cameleon,12.47,6,Information Technology,IT Group Manager,24.8901,36.0548
718560,Tempestad_Brand,Brew've Been Served,70.71,33,Engineering,Drill Technician,24.9016,36.0561
718620,Onda_Marin,Hallowed Grounds,17.56,26,Engineering,Drill Site Manager,24.8798,36.0634
718620,Ovan_Bertrand,Coffee Cameleon,19.99,29,Facilities,Facilities Group Manager,24.8901,36.0548
718920,Cocinaro_Hideki,Hallowed Grounds,56.77,12,Security,Site Control,24.8798,36.0634
718980,Lais_Cornelia,Brew've Been Served,5.43,0,Unknown,Unknown,24.9016,36.0561
719160,Arpa_Emile,Hallowed Grounds,75.24,0,Unknown,Unknown,24.8798,36.0634
719160,Bramar_Mat,Brew've Been Served,4.4,0,Unknown,Unknown,24.9016,36.0561
719280,Flecha_Sven,Brew've Been Served,5.3,17,Information Technology,IT Technician,24.9016,36.0561
719280,Vann_Isia,Brew've Been Served,34.85,16,Security,Perimeter Control,24.9016,36.0561
719280,Vann_Edvard,Brew've Been Served,5.13,34,Security,Perimeter Control,24.9016,36.0561
719400,Alcazar_Lucas,Hallowed Grounds,34.45,1,Information Technology,IT Helpdesk,24.8798,36.0634
719460,Calixto_Nils,Hallowed Grounds,19.22,8,Information Technology,IT Technician,24.8798,36.0634
719760,Coginian_Dante,Brew've Been Served,98.25,0,Unknown,Unknown,24.9016,36.0561
719820,Frente_Birgitta,Hallowed Grounds,18.48,18,Engineering,Geologist,24.8798,36.0634
719820,Lagos_Linda,Brew've Been Served,5.26,0,Unknown,Unknown,24.9016,36.0561
719820,Osvaldo_Hennie,Hallowed Grounds,50.25,21,Security,Perimeter Control,24.8798,36.0634
719880,Resumir_Felix,Brew've Been Served,19.47,30,Security,Security Group Manager,24.9016,36.0561
720000,Ferro_Inga,Brew've Been Served,6.61,13,Security,Site Control,24.9016,36.0561
720000,Mies_Minke,Brew've Been Served,6.21,24,Security,Perimeter Control,24.9016,36.0561
720060,Lagos_Varja,Brew've Been Served,92.12,23,Security,Badging Office,24.9016,36.0561
720180,Nubarron_Adra,Coffee Cameleon,16.13,25,Engineering,Geologist,24.8901,36.0548
720420,Orilla_Kare,Hallowed Grounds,65.68,27,Engineering,Drill Technician,24.8798,36.0634
720840,Herrero_Kanon,Brew've Been Served,17.64,22,Security,Badging Office,24.9016,36.0561
720900,Mies Haber_Ruscella,Brew've Been Served,5.57,0,Unknown,Unknown,24.9016,36.0561
720900,Pantanal_Rachel,Hallowed Grounds,15.33,0,Unknown,Unknown,24.8798,36.0634
725160,Hawelon_Benito,Abila Airport,2358.22,0,Facilities,Truck Driver,24.827,36.0505
726840,Morlun_Valeria,Carlyle Chemical Inc.,529.47,0,Facilities,Truck Driver,24.8819,36.0587
728160,Morluniau_Cecilia,Nationwide Refinery,674.28,0,Facilities,Truck Driver,24.892,36.089
729480,Hawelon_Benito,Stewart and Sons Fabrication,1015.65,0,Facilities,Truck Driver,24.892,36.089
732060,Nant_Irene,Carlyle Chemical Inc.,732.82,0,Facilities,Truck Driver,24.8819,36.0587
732840,Morlun_Valeria,Nationwide Refinery,289.3,0,Facilities,Truck Driver,24.892,36.089
733020,Morluniau_Cecilia,Stewart and Sons Fabrication,3544.0,0,Facilities,Truck Driver,24.892,36.089
734400,Awelon_Varro,Coffee Shack,5.01,0,Unknown,Unknown,24.8583,36.0729
734400,Azada_Lars,Bean There Done That,13.0,2,Engineering,Engineer,24.8497,36.0819
734400,Barranco_Ingrid,Brewed Awakenings,11.76,4,Executive,SVP/CFO,24.892,36.089
734400,Baza_Isak,Jack's Magical Beans,10.11,5,Information Technology,IT Technician,24.8725,36.0677
734400,Bodrogi_Loreto,Jack's Magical Beans,6.0,15,Security,Site Control,24.8725,36.0677
734400,Borrasca_Isande,Brewed Awakenings,13.16,7,Engineering,Drill Technician,24.892,36.089
734400,Calzas_Axel,Bean There Done That,4.06,9,Engineering,Drill Technician,24.8497,36.0819
734400,Campo-Corrente_Ada,Brewed Awakenings,17.66,10,Executive,SVP/CIO,24.892,36.089
734400,Cazar_Gustav,Bean There Done That,15.53,11,Engineering,Hydraulic Technician,24.8497,36.0819
734400,Orilla_Elsa,Jack's Magical Beans,12.13,28,Engineering,Drill Technician,24.8725,36.0677
734400,Strum_Orhan,Jack's Magical Beans,15.55,32,Executive,SVP/COO,24.8725,36.0677
734400,Vasco-Pais_Willem,Jack's Magical Beans,37.43,35,Executive,Environmental Safety Advisor,24.8725,36.0677
735180,Mies_Henk,Abila Airport,202.93,0,Facilities,Truck Driver,24.827,36.0505
737340,Hawelon_Benito,Nationwide Refinery,1440.39,0,Facilities,Truck Driver,24.892,36.089
737940,Campo-Corrente_Ada,Ouzeri Elian,31.03,10,Executive,SVP/CIO,24.8716,36.0526
738180,Bergen_Linnea,KaterinaÃÂs CafÃÂ©,17.02,6,Information Technology,IT Group Manager,24.892,36.089
738720,Mies Haber_Ruscella,Gelatogalore,19.2,0,Unknown,Unknown,24.8613,36.0604
739080,Scozzese_Dylan,Abila Airport,4792.5,0,Facilities,Truck Driver,24.827,36.0505
739260,Barranco_Ingrid,Ouzeri Elian,26.09,4,Executive,SVP/CFO,24.8716,36.0526
739260,Vann_Edvard,Gelatogalore,23.45,34,Security,Perimeter Control,24.8613,36.0604
739260,Vann_Isia,Guy's Gyros,105.4,16,Security,Perimeter Control,24.8978,36.057
739380,Baza_Isak,Gelatogalore,8.6,5,Information Technology,IT Technician,24.8613,36.0604
739380,Borrasca_Isande,Gelatogalore,56.74,7,Engineering,Drill Technician,24.8613,36.0604
739380,Fusil_Stenig,Ouzeri Elian,22.4,20,Security,Building Control,24.8716,36.0526
739380,Morlun_Valeria,KaterinaÃÂs CafÃÂ©,16.98,0,Facilities,Truck Driver,24.892,36.089
739440,Lagos_Varja,Abila Zacharo,8.16,23,Security,Badging Office,24.892,36.089
739620,Frente_Vira,Kalami Kafenion,110.76,19,Engineering,Hydraulic Technician,24.892,36.089
739620,Strum_Orhan,KaterinaÃÂs CafÃÂ©,25.85,32,Executive,SVP/COO,24.892,36.089
739680,Calixto_Nils,Guy's Gyros,13.59,8,Information Technology,IT Technician,24.8978,36.057
739740,Forluniau_Carla,Hippokampos,27.47,0,Unknown,Unknown,24.892,36.089
739920,Vasco-Pais_Willem,Abila Zacharo,8.6,35,Executive,Environmental Safety Advisor,24.892,36.089
740100,Bodrogi_Loreto,KaterinaÃÂs CafÃÂ©,10.42,15,Security,Site Control,24.892,36.089
740100,Lagos_Linda,Gelatogalore,23.23,0,Unknown,Unknown,24.8613,36.0604
740160,Tempestad_Brand,Hippokampos,27.93,33,Engineering,Drill Technician,24.892,36.089
740220,Cazar_Gustav,Hippokampos,9.12,11,Engineering,Hydraulic Technician,24.892,36.089
740280,Flecha_Sven,Kalami Kafenion,18.14,17,Information Technology,IT Technician,24.892,36.089
740400,Dedos_Lidelse,Abila Zacharo,20.73,14,Engineering,Engineering Group Manager,24.892,36.089
740400,Osvaldo_Hennie,Gelatogalore,11.94,21,Security,Perimeter Control,24.8613,36.0604
740460,Alcazar_Lucas,Abila Zacharo,89.41,1,Information Technology,IT Helpdesk,24.892,36.089
740460,Balas_Felix,Hippokampos,8.43,3,Engineering,Engineer,24.892,36.089
740460,Lais_Cornelia,Hippokampos,39.22,0,Unknown,Unknown,24.892,36.089
740580,Azada_Lars,Guy's Gyros,74.91,2,Engineering,Engineer,24.8978,36.057
740640,Frente_Birgitta,Guy's Gyros,15.0,18,Engineering,Geologist,24.8978,36.057
740700,Pantanal_Rachel,Gelatogalore,24.68,0,Unknown,Unknown,24.8613,36.0604
740820,Herrero_Kanon,Abila Zacharo,48.39,22,Security,Badging Office,24.892,36.089
741060,Onda_Marin,Hippokampos,13.84,26,Engineering,Drill Site Manager,24.892,36.089
741180,Nubarron_Adra,Hippokampos,16.65,25,Engineering,Geologist,24.892,36.089
741360,Bramar_Mat,Kalami Kafenion,19.84,0,Unknown,Unknown,24.892,36.089
741360,Mies_Minke,Hippokampos,65.7,24,Security,Perimeter Control,24.892,36.089
741360,Resumir_Felix,Guy's Gyros,8.87,30,Security,Security Group Manager,24.8978,36.057
741780,Ribera_Anda,Kalami Kafenion,35.99,0,Unknown,Unknown,24.892,36.089
741840,Arpa_Emile,Kalami Kafenion,10.94,0,Unknown,Unknown,24.892,36.089
741840,Cocinaro_Hideki,Ouzeri Elian,32.89,12,Security,Site Control,24.8716,36.0526
741960,Calzas_Axel,KaterinaÃÂs CafÃÂ©,8.01,9,Engineering,Drill Technician,24.892,36.089
742140,Coginian_Dante,Guy's Gyros,27.69,0,Unknown,Unknown,24.8978,36.057
742320,Scozzese_Dylan,Abila Scrapyard,1158.36,0,Facilities,Truck Driver,24.8454,36.0742
742380,Ovan_Bertrand,Guy's Gyros,17.44,29,Facilities,Facilities Group Manager,24.8978,36.057
742500,Ferro_Inga,Abila Zacharo,14.37,13,Security,Site Control,24.892,36.089
742680,Awelon_Varro,Gelatogalore,36.75,0,Unknown,Unknown,24.8613,36.0604
743160,Morlun_Valeria,Carlyle Chemical Inc.,382.43,0,Facilities,Truck Driver,24.8819,36.0587
743280,Nant_Irene,Kronos Pipe and Irrigation,423.14,0,Facilities,Truck Driver,24.892,36.089
745200,Scozzese_Dylan,Stewart and Sons Fabrication,918.6,0,Facilities,Truck Driver,24.892,36.089
746160,Nant_Irene,Maximum Iron and Steel,1527.14,0,Facilities,Truck Driver,24.8377,36.0634
748200,Mies_Henk,Abila Airport,4538.52,0,Facilities,Truck Driver,24.827,36.0505
750120,Morlun_Valeria,Carlyle Chemical Inc.,2176.2,0,Facilities,Truck Driver,24.8819,36.0587
750420,Scozzese_Dylan,Nationwide Refinery,1322.5,0,Facilities,Truck Driver,24.892,36.089
761100,Arpa_Emile,KaterinaÃÂs CafÃÂ©,35.92,0,Unknown,Unknown,24.892,36.089
761400,Ovan_Bertrand,KaterinaÃÂs CafÃÂ©,26.6,29,Facilities,Facilities Group Manager,24.892,36.089
761520,Lagos_Varja,Frydos Autosupply n' More,138.02,23,Security,Badging Office,24.9042,36.0587
762060,Vann_Isia,Guy's Gyros,31.81,16,Security,Perimeter Control,24.8978,36.057
762120,Baza_Isak,Ouzeri Elian,27.08,5,Information Technology,IT Technician,24.8716,36.0526
762180,Orilla_Elsa,Ouzeri Elian,31.07,28,Engineering,Drill Technician,24.8716,36.0526
762720,Fusil_Stenig,Guy's Gyros,29.96,20,Security,Building Control,24.8978,36.057
763500,Borrasca_Isande,Hippokampos,15.02,7,Engineering,Drill Technician,24.892,36.089
763560,Bramar_Mat,KaterinaÃÂs CafÃÂ©,26.6,0,Unknown,Unknown,24.892,36.089
763680,Orilla_Kare,KaterinaÃÂs CafÃÂ©,19.02,27,Engineering,Drill Technician,24.892,36.089
763740,Ribera_Anda,KaterinaÃÂs CafÃÂ©,90.97,0,Unknown,Unknown,24.892,36.089
764100,Calzas_Axel,Hippokampos,70.68,9,Engineering,Drill Technician,24.892,36.089
764340,Vann_Edvard,General Grocer,285.34,34,Security,Perimeter Control,24.857,36.0608
764400,Osvaldo_Hennie,KaterinaÃÂs CafÃÂ©,91.14,21,Security,Perimeter Control,24.892,36.089
764400,Resumir_Felix,Frydos Autosupply n' More,31.24,30,Security,Security Group Manager,24.9042,36.0587
764460,Awelon_Varro,Albert's Fine Clothing,224.52,0,Unknown,Unknown,24.8562,36.0754
764460,Cazar_Gustav,Frydos Autosupply n' More,120.65,11,Engineering,Hydraulic Technician,24.9042,36.0587
764520,Coginian_Dante,KaterinaÃÂs CafÃÂ©,29.82,0,Unknown,Unknown,24.892,36.089
764580,Calixto_Nils,Guy's Gyros,8.23,8,Information Technology,IT Technician,24.8978,36.057
764640,Herrero_Kanon,Guy's Gyros,18.26,22,Security,Badging Office,24.8978,36.057
764820,Mies Haber_Ruscella,KaterinaÃÂs CafÃÂ©,53.78,0,Unknown,Unknown,24.892,36.089
764940,Bergen_Linnea,Guy's Gyros,23.34,6,Information Technology,IT Group Manager,24.8978,36.057
765480,Forluniau_Carla,KaterinaÃÂs CafÃÂ©,30.69,0,Unknown,Unknown,24.892,36.089
765480,Lais_Cornelia,Guy's Gyros,8.23,0,Unknown,Unknown,24.8978,36.057
765540,Flecha_Sven,Guy's Gyros,35.05,17,Information Technology,IT Technician,24.8978,36.057
765660,Vasco-Pais_Willem,Hippokampos,9.13,35,Executive,Environmental Safety Advisor,24.892,36.089
765900,Bodrogi_Loreto,Frydos Autosupply n' More,276.75,15,Security,Site Control,24.9042,36.0587
766860,Frente_Vira,Hippokampos,24.96,19,Engineering,Hydraulic Technician,24.892,36.089
767340,Mies_Minke,Guy's Gyros,31.31,24,Security,Perimeter Control,24.8978,36.057
767520,Strum_Orhan,Hippokampos,23.66,32,Executive,SVP/COO,24.892,36.089
767580,Pantanal_Rachel,Shoppers' Delight,258.43,0,Unknown,Unknown,24.892,36.089
767880,Onda_Marin,KaterinaÃÂs CafÃÂ©,8.57,26,Engineering,Drill Site Manager,24.892,36.089
768420,Campo-Corrente_Ada,Albert's Fine Clothing,229.98,10,Executive,SVP/CIO,24.8562,36.0754
769080,Balas_Felix,Hippokampos,10.12,3,Engineering,Engineer,24.892,36.089
804840,Arpa_Emile,Hallowed Grounds,16.75,0,Unknown,Unknown,24.8798,36.0634
804900,Fusil_Stenig,Brew've Been Served,15.85,20,Security,Building Control,24.9016,36.0561
805200,Bergen_Linnea,Coffee Cameleon,8.51,6,Information Technology,IT Group Manager,24.8901,36.0548
805260,Dedos_Lidelse,Hallowed Grounds,12.03,14,Engineering,Engineering Group Manager,24.8798,36.0634
805260,Frente_Birgitta,Hallowed Grounds,8.34,18,Engineering,Geologist,24.8798,36.0634
805260,Onda_Marin,Hallowed Grounds,11.49,26,Engineering,Drill Site Manager,24.8798,36.0634
805500,Lagos_Varja,Brew've Been Served,5.01,23,Security,Badging Office,24.9016,36.0561
805500,Orilla_Kare,Hallowed Grounds,11.38,27,Engineering,Drill Technician,24.8798,36.0634
805560,Pantanal_Rachel,Hallowed Grounds,17.63,0,Unknown,Unknown,24.8798,36.0634
805620,Bramar_Mat,Brew've Been Served,44.88,0,Unknown,Unknown,24.9016,36.0561
805620,Ovan_Bertrand,Coffee Cameleon,11.54,29,Facilities,Facilities Group Manager,24.8901,36.0548
805680,Osvaldo_Hennie,Brew've Been Served,13.32,21,Security,Perimeter Control,24.9016,36.0561
805740,Calixto_Nils,Hallowed Grounds,10.34,8,Information Technology,IT Technician,24.8798,36.0634
805740,Tempestad_Brand,Brew've Been Served,89.93,33,Engineering,Drill Technician,24.9016,36.0561
805800,Cocinaro_Hideki,Hallowed Grounds,10.76,12,Security,Site Control,24.8798,36.0634
805860,Mies Haber_Ruscella,Brew've Been Served,12.77,0,Unknown,Unknown,24.9016,36.0561
806040,Flecha_Sven,Brew've Been Served,83.44,17,Information Technology,IT Technician,24.9016,36.0561
806040,Forluniau_Carla,Coffee Cameleon,9.69,0,Unknown,Unknown,24.8901,36.0548
806100,Lais_Cornelia,Brew've Been Served,85.91,0,Unknown,Unknown,24.9016,36.0561
806160,Vann_Edvard,Brew've Been Served,97.25,34,Security,Perimeter Control,24.9016,36.0561
806160,Vann_Isia,Brew've Been Served,90.72,16,Security,Perimeter Control,24.9016,36.0561
806340,Hawelon_Claudio,Abila Airport,4039.36,0,Facilities,Truck Driver,24.827,36.0505
806460,Herrero_Kanon,Brew've Been Served,5.89,22,Security,Badging Office,24.9016,36.0561
806460,Resumir_Felix,Brew've Been Served,5.31,30,Security,Security Group Manager,24.9016,36.0561
806760,Ribera_Anda,Hallowed Grounds,9.34,0,Unknown,Unknown,24.8798,36.0634
806940,Bodrogi_Loreto,Brew've Been Served,14.45,15,Security,Site Control,24.9016,36.0561
806940,Ferro_Inga,Brew've Been Served,3.03,13,Security,Site Control,24.9016,36.0561
807060,Nubarron_Adra,Coffee Cameleon,13.25,25,Engineering,Geologist,24.8901,36.0548
807420,Coginian_Dante,Brew've Been Served,8.47,0,Unknown,Unknown,24.9016,36.0561
807420,Mies_Minke,Brew've Been Served,12.64,24,Security,Perimeter Control,24.9016,36.0561
807600,Lagos_Linda,Brew've Been Served,14.36,0,Unknown,Unknown,24.9016,36.0561
810540,Hawelon_Claudio,Carlyle Chemical Inc.,227.81,0,Facilities,Truck Driver,24.8819,36.0587
811800,Barranco_Ingrid,Kronos Mart,203.91,4,Executive,SVP/CFO,24.848,36.0664
813600,Morluniau_Cecilia,Nationwide Refinery,1552.82,0,Facilities,Truck Driver,24.892,36.089
816000,Hawelon_Claudio,Nationwide Refinery,2302.73,0,Facilities,Truck Driver,24.892,36.089
820140,Morluniau_Cecilia,Stewart and Sons Fabrication,4074.1,0,Facilities,Truck Driver,24.892,36.089
820800,Azada_Lars,Bean There Done That,15.39,2,Engineering,Engineer,24.8497,36.0819
820800,Balas_Felix,Bean There Done That,3.92,3,Engineering,Engineer,24.8497,36.0819
